log10(M_*[Msun]),sSFR[1/yr](20Myr),sSFR[1/yr](1Gyr),log10(M_HI[Msun]),sigma_*(<0.8kpc)[km/s],log10(M_BH[Msun])
8.4334,3.0842e-10,5.5678e-11,9.2448,0,-Inf
8.0326,NaN,NaN,9.1816,0,-Inf
8.3688,1.6808e-10,5.9719e-11,8.9239,0,-Inf
8.386,0,2.6045e-11,9.2448,0,-Inf
8.2771,0,8.0357e-11,9.2209,0,-Inf
8.1786,0,8.8672e-11,9.2546,0,-Inf
8.0816,NaN,NaN,9.2392,0,-Inf
8.2444,0,5.2211e-11,9.2342,0,-Inf
8.1236,NaN,NaN,9.1917,0,-Inf
8.2911,0,9.8768e-11,9.2771,0,-Inf
8.4652,0,4.0122e-11,9.2705,0,-Inf
8.3478,0,1.8123e-11,9.2365,0,-Inf
8.1892,0,1.0234e-10,9.3,0,-Inf
8.0062,NaN,NaN,9.2529,0,-Inf
8.0448,NaN,NaN,9.2675,0,-Inf
8.1229,NaN,NaN,9.2996,0,-Inf
8.3545,0,2.0919e-10,9.3025,0,-Inf
8.2877,0,7.4762e-11,9.3247,0,-Inf
8.4159,0,5.2518e-11,9.2784,0,-Inf
8.2052,0,1.4119e-10,9.1265,0,-Inf
8.2804,0,2.2529e-11,9.2271,0,-Inf
8.2171,0,7.8835e-11,9.2053,0,-Inf
8.5123,0,5.698e-11,9.221,0,-Inf
8.0172,NaN,NaN,9.1825,0,-Inf
8.3777,3.8581e-10,1.1496e-10,9.1665,0,-Inf
8.1753,0,5.2009e-11,9.2379,0,-Inf
8.2631,0,8.7959e-11,9.2826,0,-Inf
8.0918,NaN,NaN,9.2425,0,-Inf
8.2344,0,8.6649e-11,9.2512,0,-Inf
8.0211,NaN,NaN,9.136,0,-Inf
8.062,NaN,NaN,9.233,0,-Inf
8.3095,0,2.5446e-11,8.9647,0,-Inf
8.2359,0,3.2612e-11,9.2381,0,-Inf
8.3457,3.3559e-10,1.3115e-10,9.2708,0,-Inf
8.1522,NaN,NaN,9.1,0,-Inf
8.0902,NaN,NaN,9.2229,0,-Inf
8.2589,0,1.0412e-10,9.2953,0,-Inf
8.1814,6.2914e-10,1.2833e-10,9.2383,0,-Inf
8.1382,NaN,NaN,9.2524,0,-Inf
8.3458,0,6.3893e-11,9.2137,0,-Inf
8.2056,0,5.8971e-11,9.2426,0,-Inf
8.4704,0,8.5761e-11,9.0112,0,-Inf
8.3058,0,6.4584e-11,9.2065,0,-Inf
8.2415,0,3.8974e-11,9.1193,0,-Inf
8.2065,0,1.8876e-11,9.2014,0,-Inf
8.1916,0,2.2042e-10,9.3461,0,-Inf
8.2363,0,5.9605e-11,9.1706,0,-Inf
8.0176,NaN,NaN,9.3168,0,-Inf
8.0691,NaN,NaN,9.289,0,-Inf
8.0543,NaN,NaN,9.2337,0,-Inf
8.2077,0,3.4099e-11,9.214,0,-Inf
8.084,NaN,NaN,9.2553,0,-Inf
8.1602,0,1.3994e-10,9.2058,0,-Inf
8.264,0,0,8.7458,0,6.0659
8.2813,4.6072e-10,9.1488e-11,9.3044,0,-Inf
8.177,0,6.1236e-11,9.2689,0,-Inf
8.014,NaN,NaN,9.1595,0,-Inf
8.0636,NaN,NaN,9.2148,0,-Inf
8.2265,3.1889e-10,3.3462e-11,9.208,0,-Inf
8.1973,5.5667e-10,7.1171e-11,9.2813,0,-Inf
8.5407,0,0,8.7712,0,6.0585
8.0085,NaN,NaN,9.3083,0,-Inf
8.2631,0,5.943e-11,9.2128,0,-Inf
8.1551,1.3032e-09,8.7552e-11,9.213,0,-Inf
8.1789,4.269e-10,7.5625e-11,9.2864,0,-Inf
8.2797,0,8.5592e-12,9.2164,0,-Inf
8.1658,0,1.4622e-10,9.21,0,-Inf
8.0885,NaN,NaN,9.2106,0,-Inf
8.5115,0,0,8.063,0,6.2098
8.1836,0,1.2638e-10,9.2361,0,-Inf
8.263,0,1.1151e-10,9.1784,0,-Inf
8.3273,0,6.2141e-11,9.2473,0,-Inf
8.0246,NaN,NaN,9.2854,0,-Inf
8.1433,NaN,NaN,9.2699,0,-Inf
8.21,5.4208e-10,5.274e-11,9.2629,0,-Inf
8.2455,0,1.192e-10,9.2211,0,-Inf
8.1567,0,1.0031e-10,9.2488,0,-Inf
8.3056,0,2.3245e-11,9.0765,0,-Inf
8.1609,0,1.0671e-10,9.2411,0,-Inf
8.2386,0,6.5411e-11,9.1813,0,-Inf
8.1367,NaN,NaN,9.1968,0,-Inf
8.3407,0,1.7388e-11,9.2314,0,-Inf
8.3143,0,3.227e-11,9.2445,0,-Inf
8.3005,0,5.0596e-11,9.0943,0,-Inf
8.1538,0,1.0691e-10,9.1886,0,-Inf
8.8116,0,3.3366e-11,9.0967,0,-Inf
8.159,0,1.7069e-10,9.2176,0,-Inf
8.3579,0,4.0337e-11,9.252,0,-Inf
8.1271,NaN,NaN,9.2484,0,-Inf
8.017,NaN,NaN,9.2078,0,-Inf
8.0818,NaN,NaN,9.1284,0,-Inf
8.1712,0,7.4401e-11,9.0688,0,-Inf
8.2446,0,5.8065e-11,9.1874,0,-Inf
8.2322,0,4.855e-11,9.2302,0,-Inf
8.2832,0,5.2533e-11,9.1842,0,-Inf
8.3011,0,2.5099e-11,9.2088,0,-Inf
8.3959,0,9.0786e-11,9.2815,0,-Inf
8.1845,0,7.6182e-11,9.29,0,-Inf
8.0046,NaN,NaN,9.1771,0,-Inf
8.0454,NaN,NaN,9.2176,0,-Inf
8.1471,NaN,NaN,9.2581,0,-Inf
8.1444,NaN,NaN,9.2483,0,-Inf
8.1126,NaN,NaN,9.2624,0,-Inf
8.3115,0,8.1913e-11,9.1567,0,-Inf
8.0591,NaN,NaN,9.2946,0,-Inf
8.3052,0,4.0096e-11,9.2688,0,-Inf
8.1984,0,0,8.9795,0,-Inf
8.8459,0,0,-Inf,0,-Inf
8.2571,0,9.6201e-12,9.2346,0,-Inf
8.0583,NaN,NaN,9.3423,0,-Inf
8.3001,0,2.7029e-11,9.2218,0,-Inf
8.2324,0,6.9236e-11,9.2055,0,-Inf
8.2828,0,4.9805e-11,9.2042,0,-Inf
8.0971,NaN,NaN,9.3176,0,-Inf
8.4428,0,2.8619e-11,9.2643,0,-Inf
8.1029,NaN,NaN,9.2105,0,-Inf
8.0121,NaN,NaN,9.1309,0,-Inf
8.2595,0,5.1497e-11,9.2483,0,-Inf
8.2164,0,1.5448e-10,9.2585,0,-Inf
8.1761,0,1.0961e-10,9.1859,0,-Inf
8.3696,0,1.4115e-10,9.1841,0,-Inf
8.212,0,4.2635e-11,9.261,0,-Inf
8.1686,0,8.9017e-11,9.1816,0,-Inf
8.409,0,2.6731e-11,9.273,0,6.2486
8.0814,NaN,NaN,9.181,0,-Inf
8.098,NaN,NaN,9.2996,0,-Inf
8.0694,NaN,NaN,9.1592,0,-Inf
8.1089,NaN,NaN,9.1554,0,-Inf
8.1355,NaN,NaN,9.2784,0,-Inf
8.1384,NaN,NaN,9.1988,0,-Inf
8.0352,NaN,NaN,9.1952,0,-Inf
8.4271,0,3.4792e-11,9.1257,0,6.0395
8.1976,0,7.7642e-11,9.1737,0,-Inf
8.0633,NaN,NaN,9.1976,0,-Inf
8.3436,0,1.4599e-11,9.1885,0,-Inf
8.222,0,2.7563e-11,9.2576,0,-Inf
8.2564,0,0,9.1159,0,-Inf
8.029,NaN,NaN,9.2253,0,-Inf
8.166,0,9.9257e-11,9.2494,0,-Inf
8.2996,0,3.1253e-11,9.1485,0,-Inf
8.1398,NaN,NaN,9.0768,0,-Inf
8.508,0,3.7206e-11,9.0921,0,-Inf
8.1059,NaN,NaN,9.1262,0,-Inf
8.116,NaN,NaN,9.2033,0,-Inf
8.8822,0,1.856e-11,8.8705,0,-Inf
8.0963,NaN,NaN,9.1688,0,-Inf
8.1092,NaN,NaN,9.2135,0,-Inf
8.2775,4.2428e-10,3.505e-11,9.1535,0,-Inf
8.2379,0,1.7041e-10,9.2006,0,-Inf
8.2254,0,1.135e-10,9.1973,0,6.1011
8.0428,NaN,NaN,9.2471,0,-Inf
8.1356,NaN,NaN,9.2284,0,-Inf
8.0008,NaN,NaN,9.1926,0,-Inf
8.1338,NaN,NaN,9.1623,0,-Inf
8.296,0,3.5907e-11,9.2217,0,-Inf
8.0953,NaN,NaN,9.2368,0,-Inf
8.3048,0,7.4591e-11,9.2312,0,-Inf
8.3533,0,1.2921e-10,9.2378,0,-Inf
8.308,0,4.4386e-11,9.1833,0,-Inf
8.2203,0,1.4219e-11,9.2175,0,-Inf
8.0376,NaN,NaN,9.2312,0,-Inf
8.2693,0,4.6077e-11,9.243,0,-Inf
8.0566,NaN,NaN,9.2806,0,-Inf
8.1283,NaN,NaN,9.2369,0,-Inf
8.085,NaN,NaN,9.1693,0,-Inf
8.266,0,8.7903e-11,9.2152,0,-Inf
8.184,0,5.4614e-11,9.2495,0,-Inf
8.0771,NaN,NaN,9.2258,0,-Inf
8.2278,0,0,9.2849,0,-Inf
8.2625,4.1589e-10,5.095e-11,9.2259,0,-Inf
8.1189,NaN,NaN,9.2434,0,-Inf
8.0819,NaN,NaN,9.1491,0,-Inf
8.3546,0,9.4457e-11,9.3222,0,-Inf
8.034,NaN,NaN,9.1981,0,-Inf
8.0008,NaN,NaN,9.168,0,-Inf
8.2345,0,7.442e-11,9.2667,0,-Inf
8.0932,NaN,NaN,9.2148,0,-Inf
8.0431,NaN,NaN,9.1503,0,-Inf
8.0591,NaN,NaN,9.2407,0,-Inf
8.1146,NaN,NaN,9.2273,0,-Inf
8.1334,NaN,NaN,9.2117,0,-Inf
8.1171,NaN,NaN,9.2951,0,-Inf
8.055,NaN,NaN,9.2024,0,-Inf
8.1782,0,6.6883e-11,9.2645,0,-Inf
8.1573,1.0954e-09,1.0839e-10,9.2908,0,-Inf
8.1233,NaN,NaN,9.2013,0,-Inf
8.0103,NaN,NaN,9.2208,0,-Inf
8.2561,4.7804e-10,6.1505e-11,9.1743,0,-Inf
8.0602,NaN,NaN,8.692,0,-Inf
8.3787,0,5.3635e-11,9.3304,0,-Inf
8.5008,0,6.3052e-11,9.2712,0,-Inf
8.2135,0,5.6255e-11,9.2303,0,-Inf
8.1804,0,9.359e-11,9.2243,0,-Inf
8.4384,0,3.7888e-11,9.1736,0,-Inf
8.1122,NaN,NaN,9.2459,0,-Inf
8.7271,0,3.434e-12,8.0811,0,-Inf
8.0017,NaN,NaN,9.2057,0,-Inf
8.3554,0,7.106e-11,9.2181,0,-Inf
8.1154,NaN,NaN,9.1696,0,-Inf
8.0283,NaN,NaN,9.2479,0,-Inf
8.0434,NaN,NaN,9.2194,0,-Inf
8.4323,0,1.6389e-11,9.0917,0,6.1579
8.142,NaN,NaN,9.264,0,-Inf
8.1909,0,1.2146e-10,9.1992,0,-Inf
8.4521,0,5.1502e-11,9.0148,0,-Inf
8.0815,NaN,NaN,9.2228,0,-Inf
8.14,NaN,NaN,9.1996,0,-Inf
8.2631,0,3.6404e-11,9.1336,0,-Inf
8.346,0,6.2848e-11,9.1489,0,-Inf
8.3742,0,4.5444e-11,9.176,0,-Inf
8.1766,0,6.5844e-11,9.1925,0,-Inf
8.3989,0,3.019e-11,9.1721,0,-Inf
8.1612,4.9687e-10,5.8034e-11,9.1745,0,-Inf
8.1189,NaN,NaN,9.1827,0,-Inf
8.177,0,6.8527e-11,9.2114,0,-Inf
8.2247,0,5.6018e-11,9.2076,0,-Inf
8.2081,0,6.755e-11,9.213,0,-Inf
8.1122,NaN,NaN,9.2263,0,-Inf
8.3205,0,3.6301e-11,9.2612,0,-Inf
8.2803,0,6.8165e-11,9.2209,0,-Inf
8.2593,0,1.8966e-11,9.1003,0,-Inf
8.1742,0,4.5941e-11,9.2255,0,-Inf
8.1423,NaN,NaN,9.1493,0,-Inf
8.1741,0,6.9504e-11,9.2156,0,-Inf
8.0692,NaN,NaN,9.1699,0,-Inf
8.1349,NaN,NaN,9.2585,0,-Inf
8.2894,0,5.7568e-12,9.244,0,-Inf
8.2071,0,6.2282e-11,9.1504,0,-Inf
8.2175,0,2.1211e-11,9.2372,0,-Inf
8.2571,0,4.3017e-11,9.2337,0,-Inf
8.1887,5.8598e-10,1.0024e-10,9.247,0,-Inf
8.3856,0,4.8127e-11,9.1328,0,-Inf
8.0507,NaN,NaN,9.1956,0,-Inf
8.07,NaN,NaN,9.1528,0,-Inf
8.0975,NaN,NaN,9.2079,0,-Inf
8.2568,3.9722e-10,9.1769e-11,9.2645,0,-Inf
8.1628,0,6.7152e-11,9.2477,0,-Inf
8.2849,0,1.458e-11,9.0619,0,-Inf
8.359,0,4.2572e-11,9.2557,0,-Inf
8.1886,0,4.9935e-11,9.2388,0,-Inf
8.1969,0,9.4383e-11,9.1988,0,-Inf
8.0009,NaN,NaN,9.1821,0,-Inf
8.1588,0,3.7726e-11,9.218,0,-Inf
8.2482,0,6.2342e-11,9.2536,0,-Inf
8.1226,NaN,NaN,9.2097,0,-Inf
8.1589,0,6.0636e-11,9.202,0,-Inf
8.1105,NaN,NaN,9.1965,0,-Inf
8.2732,0,3.1079e-11,9.1573,0,-Inf
8.2254,0,1.5023e-10,9.3091,0,-Inf
8.1012,NaN,NaN,9.0608,0,-Inf
8.2895,0,5.4392e-11,9.2677,0,-Inf
8.1484,NaN,NaN,9.2701,0,-Inf
8.6031,1.8346e-10,6.294e-11,9.1792,0,-Inf
8.0288,NaN,NaN,9.2028,0,-Inf
8.2106,0,9.4555e-11,9.2376,0,-Inf
8.794,0,2.2712e-11,9.1324,0,-Inf
8.1287,NaN,NaN,9.1929,0,-Inf
8.0954,NaN,NaN,9.2332,0,-Inf
8.0042,NaN,NaN,9.1938,0,-Inf
8.0231,NaN,NaN,9.2051,0,-Inf
8.4262,2.4146e-10,7.9422e-11,9.2687,0,-Inf
8.0376,NaN,NaN,9.2186,0,-Inf
8.0063,NaN,NaN,9.2186,0,-Inf
8.3651,0,6.8779e-11,9.1997,0,-Inf
8.1453,NaN,NaN,9.2695,0,-Inf
8.0201,NaN,NaN,9.1916,0,-Inf
8.0019,NaN,NaN,9.1732,0,-Inf
8.0707,NaN,NaN,9.2051,0,-Inf
8.138,NaN,NaN,9.1834,0,-Inf
8.1745,0,7.5238e-11,9.2354,0,-Inf
8.0394,NaN,NaN,9.1665,0,-Inf
8.0673,NaN,NaN,9.1754,0,-Inf
8.2318,0,1.0712e-10,9.3349,0,-Inf
8.2983,0,2.1608e-11,9.2446,0,-Inf
8.2398,0,9.3804e-11,9.1843,0,-Inf
8.2729,0,7.3155e-11,9.2586,0,-Inf
8.2975,0,1.0546e-10,9.2569,0,-Inf
8.0087,NaN,NaN,9.1934,0,-Inf
8.1078,NaN,NaN,8.8673,0,-Inf
8.1417,NaN,NaN,9.1518,0,-Inf
8.2329,0,4.6913e-11,9.2878,0,-Inf
8.2557,0,1.12e-10,9.314,0,-Inf
8.0381,NaN,NaN,9.083,0,-Inf
8.3786,0,8.755e-11,9.208,0,-Inf
8.0602,NaN,NaN,9.1626,0,-Inf
8.1283,NaN,NaN,9.2031,0,-Inf
8.2311,0,7.9192e-11,9.2531,0,-Inf
8.0482,NaN,NaN,9.2233,0,-Inf
8.1646,0,5.6024e-11,9.2519,0,-Inf
8.2151,0,3.3876e-11,9.1648,0,-Inf
8.2927,3.611e-10,9.4961e-11,8.9884,0,-Inf
8.2507,4.3976e-10,5.5382e-11,9.0891,0,-Inf
8.2311,0,1.0885e-10,9.2475,0,-Inf
8.0259,NaN,NaN,9.2338,0,-Inf
8.289,0,3.4812e-11,9.2217,0,-Inf
8.0474,NaN,NaN,9.2243,0,-Inf
8.3126,4.5695e-10,1.9721e-10,9.225,0,-Inf
8.5802,0,3.7589e-11,9.1193,0,6.168
8.1731,0,1.1183e-10,9.1592,0,-Inf
8.0532,NaN,NaN,9.2305,0,-Inf
8.1478,NaN,NaN,9.2344,0,-Inf
8.167,0,1.349e-10,9.1992,0,-Inf
8.1569,0,1.1446e-10,9.2728,0,6.2763
8.0587,NaN,NaN,9.2203,0,-Inf
8.0071,NaN,NaN,9.1951,0,-Inf
8.1125,NaN,NaN,9.2542,0,-Inf
8.0732,NaN,NaN,9.2481,0,-Inf
8.0295,NaN,NaN,9.2867,0,-Inf
8.288,0,9.4341e-11,9.2353,0,-Inf
8.1185,NaN,NaN,9.2288,0,-Inf
8.1852,0,1.3251e-11,9.1799,0,-Inf
8.2856,0,6.4375e-11,9.1612,0,-Inf
8.1122,NaN,NaN,9.2505,0,-Inf
8.0056,NaN,NaN,9.1401,0,-Inf
8.33,0,1.0724e-10,9.2836,0,-Inf
8.0936,NaN,NaN,9.1938,0,-Inf
8.1889,0,7.3407e-11,9.3251,0,-Inf
8.2935,0,6.7151e-11,9.2242,0,-Inf
8.1106,NaN,NaN,9.2083,0,-Inf
8.1768,0,1.4431e-11,8.9451,0,-Inf
8.0261,NaN,NaN,9.3754,0,-Inf
8.1302,NaN,NaN,9.129,0,-Inf
8.106,NaN,NaN,9.277,0,-Inf
8.058,NaN,NaN,9.2092,0,-Inf
8.1327,NaN,NaN,9.2117,0,-Inf
8.1293,NaN,NaN,9.1764,0,-Inf
8.2077,0,7.6513e-11,9.2404,0,-Inf
8.0092,NaN,NaN,9.2271,0,-Inf
8.0564,NaN,NaN,9.1559,0,-Inf
8.0905,NaN,NaN,9.2575,0,-Inf
8.1794,3.7623e-10,1.2455e-10,9.2208,0,-Inf
8.2373,0,5.312e-11,9.3076,0,-Inf
8.5868,0,4.6519e-11,9.2725,0,-Inf
8.2271,0,4.7819e-11,9.1526,0,-Inf
8.0856,NaN,NaN,9.2055,0,-Inf
8.2435,0,1.2439e-10,9.3204,0,-Inf
8.3315,0,2.0833e-11,9.2135,0,-Inf
8.314,0,1.3847e-10,9.1183,0,-Inf
8.1472,NaN,NaN,9.2396,0,-Inf
8.127,NaN,NaN,9.2194,0,-Inf
8.2153,0,1.1483e-10,9.2102,0,-Inf
8.0123,NaN,NaN,9.1815,0,-Inf
8.3994,0,9.0649e-11,9.1282,0,6.2523
8.3319,0,3.9083e-11,9.1605,0,-Inf
8.1853,4.8422e-10,2.6224e-10,9.271,0,-Inf
8.1029,NaN,NaN,9.1896,0,-Inf
8.2969,0,4.7457e-11,9.2304,0,-Inf
8.7012,0,3.7476e-11,9.1745,0,-Inf
8.1702,0,5.3463e-11,9.136,0,-Inf
8.2192,0,3.9497e-11,9.1341,0,-Inf
8.0785,NaN,NaN,9.2451,0,-Inf
8.1841,0,6.3614e-11,9.2082,0,-Inf
8.3997,0,3.2433e-11,9.1858,0,-Inf
8.0323,NaN,NaN,9.1903,0,-Inf
8.1525,0,1.8383e-11,9.0957,0,-Inf
8.0319,NaN,NaN,9.211,0,-Inf
8.1414,NaN,NaN,9.2866,0,-Inf
8.2339,3.3127e-10,6.5725e-11,9.1959,0,-Inf
8.2837,0,6.8095e-11,9.2633,0,-Inf
8.2074,0,1.0786e-10,9.3146,0,-Inf
8.2139,0,0,9.2219,0,-Inf
8.4689,0,1.5061e-11,9.0256,0,-Inf
8.0852,NaN,NaN,9.1986,0,-Inf
8.1717,0,6.1526e-11,9.2668,0,-Inf
8.9369,0,6.1678e-12,8.6822,0,-Inf
8.0119,NaN,NaN,9.2679,0,-Inf
8.0714,NaN,NaN,9.2226,0,-Inf
8.2541,0,6.894e-11,9.2494,0,-Inf
8.0645,NaN,NaN,9.1574,0,-Inf
8.0513,NaN,NaN,9.2956,0,-Inf
8.1441,NaN,NaN,9.2145,0,-Inf
8.0361,NaN,NaN,9.2793,0,-Inf
8.5006,0,5.1402e-11,9.2098,0,-Inf
8.2888,0,6.5527e-11,9.232,0,-Inf
8.3138,0,3.1745e-11,9.3004,0,-Inf
8.2933,0,3.6576e-11,9.2193,0,-Inf
8.327,4.2481e-10,4.6167e-11,9.2498,0,-Inf
8.434,0,5.8315e-11,9.2582,0,-Inf
8.4841,1.8262e-10,4.4303e-11,9.2107,0,-Inf
8.3483,0,2.3103e-11,9.2632,0,-Inf
8.2083,0,6.4943e-11,9.1876,0,-Inf
8.0121,NaN,NaN,9.2301,0,-Inf
8.4117,0,4.3968e-11,9.2297,0,-Inf
8.209,3.1154e-10,6.9202e-11,9.2556,0,-Inf
8.2304,0,5.9721e-11,9.237,0,-Inf
8.0876,NaN,NaN,9.1617,0,-Inf
8.6191,0,1.4535e-11,9.1443,0,-Inf
8.0031,NaN,NaN,9.2303,0,-Inf
8.3703,0,4.1357e-11,9.2139,0,6.1277
8.1169,NaN,NaN,9.261,0,-Inf
8.2063,0,7.0207e-11,9.1938,0,-Inf
8.2037,0,7.4059e-11,9.1976,0,-Inf
8.1291,NaN,NaN,9.1814,0,-Inf
8.1705,0,1.2372e-10,9.2444,0,-Inf
8.0718,NaN,NaN,9.2396,0,-Inf
9.132,0,0,9.0035,0,-Inf
8.2162,0,1.039e-10,9.206,0,-Inf
8.1072,NaN,NaN,9.2156,0,-Inf
8.008,NaN,NaN,9.111,0,-Inf
8.0987,NaN,NaN,9.2961,0,-Inf
8.1525,0,4.8891e-11,9.1791,0,-Inf
8.0248,NaN,NaN,9.1464,0,-Inf
8.1676,0,8.8705e-11,9.2066,0,-Inf
8.131,NaN,NaN,9.2853,0,-Inf
8.3017,0,1.1501e-11,8.9722,0,-Inf
8.1813,5.6909e-10,7.3976e-11,9.2506,0,-Inf
8.1125,NaN,NaN,9.2151,0,-Inf
8.2071,0,5.1226e-11,9.287,0,-Inf
8.1954,4.2936e-10,1.9597e-11,9.2763,0,-Inf
8.4314,2.887e-10,1.4353e-10,9.3245,0,-Inf
8.1085,NaN,NaN,9.1803,0,-Inf
8.3459,0,7.5324e-11,9.2555,0,-Inf
8.0598,NaN,NaN,9.15,0,-Inf
8.2323,0,8.129e-11,9.2447,0,-Inf
8.3137,5.0828e-10,9.8039e-11,9.2748,0,-Inf
8.8582,0,2.2529e-12,8.3581,0,-Inf
8.3638,0,6.9712e-11,9.1691,0,-Inf
8.1093,NaN,NaN,9.2051,0,-Inf
8.1958,0,7.8471e-11,9.2026,0,-Inf
8.1158,NaN,NaN,9.1993,0,-Inf
8.1941,0,1.1022e-10,9.2463,0,-Inf
8.3442,0,4.5334e-11,9.0745,0,-Inf
8.0189,NaN,NaN,9.2081,0,-Inf
8.1148,NaN,NaN,9.1782,0,-Inf
8.0412,NaN,NaN,9.2238,0,-Inf
8.1385,NaN,NaN,9.1909,0,-Inf
8.2559,0,2.5126e-11,9.2612,0,-Inf
8.1772,0,1.0964e-10,9.2154,0,-Inf
8.0885,NaN,NaN,9.2652,0,-Inf
8.1103,NaN,NaN,9.1644,0,-Inf
8.0442,NaN,NaN,8.9868,0,-Inf
8.2726,0,7.7644e-11,9.2536,0,-Inf
8.2997,0,4.5992e-11,8.9231,0,-Inf
8.2633,0,9.2947e-11,9.2768,0,-Inf
8.3955,0,3.9181e-11,9.2274,0,-Inf
8.2239,5.5733e-10,7.6205e-11,9.1752,0,-Inf
8.2888,0,2.8167e-11,9.2431,0,-Inf
8.3028,0,3.5797e-11,9.2583,0,-Inf
8.1489,NaN,NaN,9.2103,0,-Inf
8.1287,NaN,NaN,9.1829,0,-Inf
8.4329,0,9.3332e-11,9.2717,0,-Inf
8.2279,0,8.476e-11,9.2412,0,-Inf
8.2663,0,9.9079e-11,9.2059,0,-Inf
8.1795,0,7.3871e-11,9.205,0,-Inf
8.0873,NaN,NaN,9.2697,0,-Inf
8.1873,0,1.1312e-10,9.1812,0,-Inf
8.1373,NaN,NaN,9.2157,0,-Inf
8.3593,3.555e-10,1.0391e-10,9.2081,0,-Inf
8.1589,0,4.0384e-11,9.2315,0,-Inf
8.3587,0,1.041e-10,9.3221,0,-Inf
8.203,0,1.2492e-10,9.0856,0,-Inf
8.2521,0,0,9.2426,0,-Inf
8.3791,0,3.1273e-11,9.0951,0,-Inf
8.2746,0,2.4112e-11,9.0266,0,-Inf
8.6193,0,2.0014e-11,9.104,0,-Inf
8.1038,NaN,NaN,9.2445,0,-Inf
8.2268,0,5.2706e-11,9.2272,0,-Inf
8.0424,NaN,NaN,9.2295,0,-Inf
8.031,NaN,NaN,9.222,0,-Inf
8.1085,NaN,NaN,9.3017,0,-Inf
8.3042,0,8.6647e-11,9.2386,0,-Inf
8.0492,NaN,NaN,9.2239,0,-Inf
8.2562,0,7e-11,9.2599,0,-Inf
8.1902,0,3.9575e-11,9.1553,0,-Inf
8.43,0,1.348e-10,9.2743,0,-Inf
8.0921,NaN,NaN,9.2103,0,-Inf
8.1766,0,2.0169e-11,9.2158,0,-Inf
8.2401,0,9.9045e-11,9.1963,0,-Inf
8.1502,NaN,NaN,9.1351,0,-Inf
8.2429,0,1.1358e-10,9.2369,0,-Inf
8.0913,NaN,NaN,9.2413,0,-Inf
8.157,0,6.4538e-11,9.2233,0,-Inf
8.3804,1.8733e-10,4.0951e-11,9.2643,0,-Inf
8.0943,NaN,NaN,9.213,0,-Inf
8.0659,NaN,NaN,9.2293,0,-Inf
8.1413,NaN,NaN,9.1961,0,-Inf
8.2851,3.9267e-10,9.0866e-11,9.2285,0,-Inf
8.0002,NaN,NaN,9.0316,0,-Inf
8.1433,NaN,NaN,9.224,0,-Inf
8.1765,0,1.4842e-11,9.2069,0,-Inf
8.3521,0,3.6898e-11,9.2222,0,-Inf
8.1006,NaN,NaN,9.2855,0,-Inf
8.1244,NaN,NaN,9.2525,0,-Inf
8.2229,0,3.8003e-11,9.2181,0,-Inf
8.1494,NaN,NaN,9.1588,0,-Inf
8.1373,NaN,NaN,9.2063,0,-Inf
8.0558,NaN,NaN,9.2439,0,-Inf
8.2652,0,5.6425e-11,9.2541,0,-Inf
8.3125,0,6.2966e-11,9.1088,0,-Inf
8.1483,NaN,NaN,9.1983,0,-Inf
8.3045,4.1757e-10,7.8129e-11,9.3304,0,-Inf
8.3978,0,2.8507e-11,9.22,0,-Inf
8.2703,4.9185e-10,2.0762e-11,9.1408,0,-Inf
8.3601,0,4.241e-11,9.1051,0,6.0338
8.1734,0,1.1471e-10,9.2485,0,-Inf
8.1066,NaN,NaN,9.2119,0,-Inf
8.125,NaN,NaN,9.1989,0,-Inf
8.1832,0,9.5419e-11,9.2268,0,-Inf
8.298,0,1.2505e-10,9.429,0,-Inf
8.1814,0,2.9559e-11,9.2149,0,-Inf
8.3166,0,7.0387e-11,9.2527,0,-Inf
8.0502,NaN,NaN,9.1447,0,-Inf
8.3593,0,2.9542e-11,9.0366,0,6.0892
8.0182,NaN,NaN,9.232,0,-Inf
8.096,NaN,NaN,9.1391,0,-Inf
8.0007,NaN,NaN,9.176,0,-Inf
8.2824,0,6.7304e-11,9.2348,0,-Inf
8.3988,0,3.8218e-11,9.2185,0,-Inf
8.0513,NaN,NaN,9.1517,0,-Inf
8.0617,NaN,NaN,9.2527,0,-Inf
8.0949,NaN,NaN,9.2353,0,-Inf
8.2976,3.0036e-10,1.2469e-10,9.2245,0,-Inf
8.4409,0,1.5659e-10,9.3148,0,-Inf
8.1217,NaN,NaN,9.2121,0,-Inf
8.2446,6.6304e-10,3.4147e-11,9.0961,0,-Inf
8.3816,0,9.3741e-11,9.2976,0,-Inf
8.0796,NaN,NaN,9.1936,0,-Inf
8.473,0,5.0982e-11,9.2844,0,-Inf
8.008,NaN,NaN,9.0752,0,-Inf
8.2969,0,1.8175e-11,9.2035,0,-Inf
8.065,NaN,NaN,9.1033,0,-Inf
8.462,0,1.2812e-10,9.2408,0,-Inf
8.1712,0,2.1232e-11,9.1631,0,-Inf
8.0075,NaN,NaN,9.2307,0,-Inf
8.0393,NaN,NaN,9.2769,0,-Inf
8.0356,NaN,NaN,9.2783,0,-Inf
8.18,0,5.5043e-11,9.1634,0,-Inf
8.0331,NaN,NaN,9.0858,0,-Inf
8.318,8.1455e-10,7.3178e-11,9.0696,0,-Inf
